Kind,Name,File,PercentLackOfCohesion,CountClassCoupled,AvgCyclomatic,SumCyclomatic,MaxNesting,Essential,CountClassDerived,MaxInheritanceTree,CountClassBase,CountLineCode,CountLineComment,CountDeclClass,CountDeclInstanceMethod
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onOptionsItemSelected.(Anon_6).onDataChange.(Anon_7).onDataChange.(Anon_8).onDataChange.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,,1,0,1,,,,1,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onOptionsItemSelected.(Anon_6).onDataChange.(Anon_7).onDataChange.(Anon_9)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,0,8,1,2,0,,0,2,1,10,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onOptionsItemSelected.(Anon_6).onDataChange.(Anon_7).onDataChange.(Anon_9).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onOptionsItemSelected.(Anon_6).onDataChange.(Anon_7).onDataChange.(Anon_9).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,,1,0,1,,,,5,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onPause",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onResume",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.QueueActivity.onStart",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,,1,0,1,,,,5,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.activitys.SettingsActivity",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,70,19,1,9,1,,0,2,2,59,2,,5
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SettingsActivity.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,,,,1,0,1,,,,10,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SettingsActivity.onItemClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,,,,4,1,1,,,,24,2,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SettingsActivity.onPause",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SettingsActivity.onResume",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SettingsActivity.onStart",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,,,,2,1,1,,,,7,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,65,21,3,15,1,,0,2,2,169,3,,5
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.(Anon_2)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,0,3,1,1,0,,0,2,1,5,0,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.(Anon_2).onClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,1,0,1,,,,3,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.(Anon_3)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,0,6,1,1,0,,0,2,1,7,0,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.(Anon_3).onClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,1,0,1,,,,5,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.(Anon_4)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,0,4,1,1,0,,0,2,1,6,0,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.(Anon_4).onClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,1,0,1,,,,4,0,,
Public Static Class,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.DatePickerFeagment",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,0,7,1,1,0,,0,2,1,11,0,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.DatePickerFeagment.onCreateDialog",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,1,0,1,,,,7,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,1,0,1,,,,16,3,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.onDateSet",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,2,1,1,,,,14,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.onDestroy",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,2,1,1,,,,5,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.onStart",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,3,1,1,,,,10,0,,
Private Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.registerUser",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,7,0,7,,,,78,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.registerUser.(Anon_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,0,20,6,6,3,,0,2,1,37,0,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.SignupActivity.registerUser.(Anon_1).onComplete",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,,6,3,1,,,,34,0,,
Package,"br.alu.ufc.robertcabral.consultorio.directionhelpers",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\DataParser.java,,,3,28,5,,,,,203,35,4,10
Public Class,"br.alu.ufc.robertcabral.consultorio.directionhelpers.DataParser",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\DataParser.java,0,10,6,13,5,,0,1,1,61,11,,2
Private Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.DataParser.decodePoly",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\DataParser.java,,,,6,2,1,,,,28,4,,
Public Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.DataParser.parse",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\DataParser.java,,,,7,5,1,,,,32,4,,
Public Class,"br.alu.ufc.robertcabral.consultorio.directionhelpers.FetchURL",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java,50,15,1,7,2,,0,2,1,51,9,,4
Public Constructor,"br.alu.ufc.robertcabral.consultorio.directionhelpers.FetchURL.FetchURL",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java,,,,1,0,1,,,,3,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.FetchURL.doInBackground",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java,,,,2,1,1,,,,11,2,,
Private Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.FetchURL.downloadUrl",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java,,,,3,2,1,,,,26,3,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.FetchURL.onPostExecute",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java,,,,1,0,1,,,,5,1,,
Public Class,"br.alu.ufc.robertcabral.consultorio.directionhelpers.PointsParser",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\PointsParser.java,33,16,2,8,2,,0,2,1,57,12,,3
Public Constructor,"br.alu.ufc.robertcabral.consultorio.directionhelpers.PointsParser.PointsParser",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\PointsParser.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.PointsParser.doInBackground",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\PointsParser.java,,,,2,1,1,,,,17,1,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.PointsParser.onPostExecute",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\PointsParser.java,,,,5,2,1,,,,30,6,,
Public Interface,"br.alu.ufc.robertcabral.consultorio.directionhelpers.TaskLoadedCallback",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\TaskLoadedCallback.java,0,0,0,0,0,,1,0,0,3,0,,1
Abstract Method,"br.alu.ufc.robertcabral.consultorio.directionhelpers.TaskLoadedCallback.onTaskDone",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\TaskLoadedCallback.java,,,,0,0,0,,,,1,0,,
Package,"br.alu.ufc.robertcabral.consultorio.entity",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,,,1,34,3,,,,,140,0,4,22
Public Class,"br.alu.ufc.robertcabral.consultorio.entity.App",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,79,10,3,13,3,,0,2,1,45,0,,1
Public Static Method,"br.alu.ufc.robertcabral.consultorio.entity.App.haveNetwork",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,,,,6,3,1,,,,14,0,,
Public Static Method,"br.alu.ufc.robertcabral.consultorio.entity.App.isMyServiceRunning",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,,,,3,2,3,,,,8,0,,
Public Static Method,"br.alu.ufc.robertcabral.consultorio.entity.App.isRunning",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,,,,3,2,3,,,,9,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.App.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,,,,1,0,1,,,,5,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.entity.Fila",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,62,1,1,8,0,,0,1,1,29,0,,8
Public Constructor,"br.alu.ufc.robertcabral.consultorio.entity.Fila.Fila",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,5,0,,
Public Constructor,"br.alu.ufc.robertcabral.consultorio.entity.Fila.Fila",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Fila.getNome",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Fila.getPosition",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Fila.getUid",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Fila.setNome",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Fila.setPosition",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Fila.setUid",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,,1,0,1,,,,3,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.entity.Progress",main\java\br\alu\ufc\robertcabral\consultorio\entity\Progress.java,33,2,1,3,0,,0,2,1,19,0,,3
Public Constructor,"br.alu.ufc.robertcabral.consultorio.entity.Progress.Progress",main\java\br\alu\ufc\robertcabral\consultorio\entity\Progress.java,,,,1,0,1,,,,4,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Progress.start",main\java\br\alu\ufc\robertcabral\consultorio\entity\Progress.java,,,,1,0,1,,,,8,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.Progress.stop",main\java\br\alu\ufc\robertcabral\consultorio\entity\Progress.java,,,,1,0,1,,,,3,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.entity.User",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,70,1,1,10,0,,0,1,1,35,0,,10
Public Constructor,"br.alu.ufc.robertcabral.consultorio.entity.User.User",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,2,0,,
Public Constructor,"br.alu.ufc.robertcabral.consultorio.entity.User.User",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,6,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.getDateBirth",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.getEmail",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.getName",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.getUid",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.setDateBirth",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.setEmail",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.setName",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.entity.User.setUid",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,,1,0,1,,,,3,0,,
Package,"br.alu.ufc.robertcabral.consultorio.service",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,1,17,3,,,,,115,1,5,12
Public Class,"br.alu.ufc.robertcabral.consultorio.service.NotificationService",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,0,6,1,4,0,,0,2,1,88,1,,4
Public Constructor,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.NotificationService",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,2,0,,
Class,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,50,6,1,2,0,,0,1,1,70,0,,2
Constructor,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,27,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker.(Anon_1)",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,0,7,2,4,2,,0,2,1,11,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker.(Anon_1).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker.(Anon_1).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,3,2,1,,,,6,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker.(Anon_2)",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,0,7,1,2,0,,0,2,1,8,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker.(Anon_2).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.Worker.(Anon_2).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.run",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,37,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.run.(Anon_3)",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,0,20,2,5,3,,0,2,1,33,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.run.(Anon_3).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.Worker.run.(Anon_3).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,4,3,1,,,,27,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.onBind",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,3,1,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,5,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.service.NotificationService.onStartCommand",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,,1,0,1,,,,3,0,,
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,1,28,2,,,,,184,0,6,14
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,1,35,2,,,,,196,21,7,16
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,2,32,3,,,,,188,9,7,16
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,2,64,3,,,,,422,2,9,25
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\MapsActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MapsActivity.java,,,1,29,3,,,,,218,24,2,15
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\ProfileActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\ProfileActivity.java,,,1,23,2,,,,,177,0,4,11
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\QueueActivity.java,,,1,54,2,,,,,265,1,10,25
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SettingsActivity.java,,,1,9,1,,,,,75,2,1,5
File,"main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java",main\java\br\alu\ufc\robertcabral\consultorio\activitys\SignupActivity.java,,,2,25,3,,,,,199,3,6,10
File,"main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\DataParser.java",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\DataParser.java,,,6,13,5,,,,,70,11,1,2
File,"main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\FetchURL.java,,,1,7,2,,,,,61,9,1,4
File,"main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\PointsParser.java",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\PointsParser.java,,,2,8,2,,,,,68,12,1,3
File,"main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\TaskLoadedCallback.java",main\java\br\alu\ufc\robertcabral\consultorio\directionhelpers\TaskLoadedCallback.java,,,0,0,0,,,,,4,3,1,1
File,"main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java",main\java\br\alu\ufc\robertcabral\consultorio\entity\App.java,,,3,13,3,,,,,52,0,1,1
File,"main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java",main\java\br\alu\ufc\robertcabral\consultorio\entity\Fila.java,,,1,8,0,,,,,30,0,1,8
File,"main\java\br\alu\ufc\robertcabral\consultorio\entity\Progress.java",main\java\br\alu\ufc\robertcabral\consultorio\entity\Progress.java,,,1,3,0,,,,,22,0,1,3
File,"main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java",main\java\br\alu\ufc\robertcabral\consultorio\entity\User.java,,,1,10,0,,,,,36,0,1,10
File,"main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java",main\java\br\alu\ufc\robertcabral\consultorio\service\NotificationService.java,,,1,17,3,,,,,115,1,5,12
File,"test\java\br\alu\ufc\robertcabral\consultorio\ExampleUnitTest.java",test\java\br\alu\ufc\robertcabral\consultorio\ExampleUnitTest.java,,,1,1,0,,,,,9,5,1,1
